gene	chromosome	posStart	posEnd	exonRank	medianDepth
ROS1	6	117683756	117684038	21	34
ROS1	6	117686213	117686377	20	41
ROS1	6	117686734	117686914	19	37
ROS1	6	117687229	117687463	18	31
ROS1	6	117700212	117700332	17	33
ROS1	6	117704470	117704681	16	35
ROS1	6	117706836	117707034	15	29
ROS1	6	117708042	117708172	14	36
ROS1	6	117708933	117709207	13	27
ROS1	6	117710503	117711019	12	31
ROS1	6	117714377	117714494	11	30
ROS1	6	117715315	117715519	10	30
ROS1	6	117715769	117715911	9	31
ROS1	6	117717341	117717437	8	25
ROS1	6	117718068	117718289	7	43
ROS1	6	117724292	117724450	6	35
ROS1	6	117725433	117725601	5	32
ROS1	6	117730735	117730815	4	21
ROS1	6	117737411	117737490	3	27
ROS1	6	117739615	117739679	2	32
ROS1	6	117746687	117746819	1	29
MEN1	11	64571806	64572298	10	35
MEN1	11	64572496	64572680	9	45
MEN1	11	64573097	64573252	8	35
MEN1	11	64573694	64573850	7	30
MEN1	11	64574473	64574580	6	45
MEN1	11	64574641	64574701	5	45
MEN1	11	64575014	64575162	4	35
MEN1	11	64575353	64575581	3	30
MEN1	11	64577112	64577581	2	34
GTF2I	7	74103463	74103571	2	24
GTF2I	7	74105295	74105453	3	29
GTF2I	7	74113281	74113435	4	35
GTF2I	7	74114567	74114770	5	34
GTF2I	7	74114926	74114974	6	39
GTF2I	7	74119486	74119560	7	36
GTF2I	7	74120711	74120774	8	31
GTF2I	7	74125353	74125450	9	41
GTF2I	7	74129167	74129246	10	37
GTF2I	7	74131204	74131280	11	37
GTF2I	7	74133188	74133270	12	35
GTF2I	7	74143114	74143244	13	8
GTF2I	7	74144557	74144642	14	20
GTF2I	7	74146810	74147013	15	30
GTF2I	7	74148255	74148333	16	25
GTF2I	7	74149793	74149884	17	2
GTF2I	7	74150832	74151035	18	8
GTF2I	7	74152377	74152455	19	41
GTF2I	7	74157778	74157869	20	11
GTF2I	7	74159087	74159290	21	36
GTF2I	7	74160212	74160290	22	14
GTF2I	7	74160666	74160760	23	3
GTF2I	7	74162342	74162463	24	28
GTF2I	7	74163352	74163437	25	17
GTF2I	7	74163595	74163798	26	22
GTF2I	7	74165683	74165758	27	3
GTF2I	7	74166412	74166512	28	30
GTF2I	7	74167416	74167519	29	26
GTF2I	7	74168168	74168371	30	3
GTF2I	7	74169831	74169879	31	18
GTF2I	7	74171142	74171203	32	15
GTF2I	7	74172282	74172343	33	18
GTF2I	7	74173100	74173168	34	44
MAP2K4	17	11924204	11924328	1	43
MAP2K4	17	11958196	11958318	2	37
MAP2K4	17	11984663	11984857	3	34
MAP2K4	17	11998882	11999021	4	32
MAP2K4	17	12011097	12011236	5	31
MAP2K4	17	12013682	12013753	6	27
MAP2K4	17	12016540	12016687	7	25
MAP2K4	17	12028601	12028698	8	25
MAP2K4	17	12032446	12032614	9	40
MAP2K4	17	12043146	12043211	10	28
MAP2K4	17	12044454	12044577	11	33
RNF43	17	56432304	56432357	9	31
RNF43	17	56434819	56436194	8	40
RNF43	17	56437500	56437622	7	33
RNF43	17	56438134	56438315	6	39
RNF43	17	56439895	56440019	5	35
RNF43	17	56440626	56440777	4	41
RNF43	17	56440877	56440971	3	34
RNF43	17	56448262	56448404	2	30
RNF43	17	56492677	56492938	1	38
USP8	15	50731271	50731384	3	29
USP8	15	50733536	50733700	4	38
USP8	15	50741587	50741692	5	37
USP8	15	50751187	50751369	6	27
USP8	15	50754467	50754529	7	34
USP8	15	50757234	50757398	8	35
USP8	15	50763820	50764002	9	37
USP8	15	50769036	50769200	10	27
USP8	15	50769463	50769706	11	31
USP8	15	50773668	50774272	12	29
USP8	15	50776462	50776568	13	34
USP8	15	50781988	50782088	14	33
USP8	15	50782450	50782732	15	28
USP8	15	50784888	50785120	16	30
USP8	15	50786257	50786487	17	33
USP8	15	50788035	50788291	18	29
USP8	15	50789276	50789438	19	43
USP8	15	50790783	50790935	20	37
USP8	15	50791090	50791285	21	29
MAP2K1	15	66679686	66679775	1	31
MAP2K1	15	66727355	66727585	2	35
MAP2K1	15	66729074	66729240	3	37
MAP2K1	15	66735608	66735705	4	31
MAP2K1	15	66736984	66737055	5	30
MAP2K1	15	66774083	66774227	6	39
MAP2K1	15	66777318	66777539	7	42
MAP2K1	15	66779556	66779640	8	37
MAP2K1	15	66781543	66781624	9	38
MAP2K1	15	66782046	66782111	10	39
MAP2K1	15	66782830	66782953	11	34
MAP2K2	19	4090596	4090716	11	44
MAP2K2	19	4094441	4094506	10	40
MAP2K2	19	4095376	4095457	9	46
MAP2K2	19	4097267	4097351	8	37
MAP2K2	19	4099189	4099422	7	32
MAP2K2	19	4101007	4101151	6	32
MAP2K2	19	4101217	4101288	5	48
MAP2K2	19	4102364	4102461	4	47
MAP2K2	19	4110497	4110663	3	34
MAP2K2	19	4117407	4117637	2	39
MAP2K2	19	4123771	4123872	1	47
EIF1AX	X	20146424	20146439	7	21
EIF1AX	X	20148624	20148735	6	18
EIF1AX	X	20150290	20150391	5	22
EIF1AX	X	20152065	20152135	4	17
EIF1AX	X	20153846	20153969	3	15
EIF1AX	X	20156647	20156750	2	19
EIF1AX	X	20159733	20159758	1	9
FBXW7	4	153244033	153244311	12	31
FBXW7	4	153245326	153245556	11	34
FBXW7	4	153247148	153247393	10	33
FBXW7	4	153249350	153249551	9	27
FBXW7	4	153250814	153250947	8	34
FBXW7	4	153251874	153252030	7	34
FBXW7	4	153253738	153253881	6	31
FBXW7	4	153258944	153259098	5	32
FBXW7	4	153268072	153268233	4	30
FBXW7	4	153271184	153271286	3	27
FBXW7	4	153332445	153332955	2	32
MITF	3	69788749	69788862	1	45
MITF	3	69928275	69928544	2	29
MITF	3	69986963	69987210	3	32
MITF	3	69988239	69988342	4	29
MITF	3	69990377	69990492	5	33
MITF	3	69998192	69998329	6	35
MITF	3	70000971	70001047	7	31
MITF	3	70005596	70005691	8	30
MITF	3	70008414	70008581	9	28
MITF	3	70013988	70014399	10	26
FBXO11	2	48035257	48035396	23	31
FBXO11	2	48035458	48035576	22	47
FBXO11	2	48036287	48036415	21	36
FBXO11	2	48036729	48036856	20	34
FBXO11	2	48037445	48037575	19	32
FBXO11	2	48040363	48040526	18	35
FBXO11	2	48040920	48041016	17	29
FBXO11	2	48045908	48046013	16	37
FBXO11	2	48046085	48046227	15	46
FBXO11	2	48047491	48047605	14	40
FBXO11	2	48049347	48049452	13	48
FBXO11	2	48050272	48050509	12	29
FBXO11	2	48059478	48059635	11	25
FBXO11	2	48059701	48059827	10	28
FBXO11	2	48059898	48060029	9	32
FBXO11	2	48060093	48060219	8	41
FBXO11	2	48061708	48061860	7	36
FBXO11	2	48061917	48062020	6	38
FBXO11	2	48063001	48063150	5	36
FBXO11	2	48065988	48066152	4	40
FBXO11	2	48066548	48066649	3	43
FBXO11	2	48066771	48066918	2	48
FBXO11	2	48132618	48132859	1	42
FOXP1	3	71008398	71008552	16	29
FOXP1	3	71015031	71015217	15	42
FOXP1	3	71019877	71019966	14	32
FOXP1	3	71021696	71021837	13	42
FOXP1	3	71026082	71026203	12	29
FOXP1	3	71026784	71026883	11	33
FOXP1	3	71026969	71027190	10	37
FOXP1	3	71037135	71037238	9	25
FOXP1	3	71050113	71050220	8	38
FOXP1	3	71064690	71064814	7	36
FOXP1	3	71090469	71090693	6	36
FOXP1	3	71096083	71096256	5	31
FOXP1	3	71101678	71101787	4	31
FOXP1	3	71102777	71102934	3	32
FOXP1	3	71161677	71161798	2	30
FOXP1	3	71179639	71179834	1	35
MSH6	2	48010373	48010642	1	51
MSH6	2	48018056	48018272	2	34
MSH6	2	48023023	48023212	3	30
MSH6	2	48025740	48028304	4	34
MSH6	2	48030549	48030834	5	32
MSH6	2	48032039	48032176	6	39
MSH6	2	48032747	48032856	7	30
MSH6	2	48033333	48033507	8	36
MSH6	2	48033581	48033800	9	31
MSH6	2	48033908	48033999	10	32
SMO	7	128828993	128829333	1	38
SMO	7	128843215	128843440	2	41
SMO	7	128845034	128845263	3	42
SMO	7	128845441	128845633	4	42
SMO	7	128845981	128846220	5	40
SMO	7	128846295	128846438	6	36
SMO	7	128848590	128848702	7	39
SMO	7	128849120	128849248	8	36
SMO	7	128850194	128850399	9	40
SMO	7	128850796	128850964	10	42
SMO	7	128851467	128851621	11	37
SMO	7	128851855	128852292	12	38
MSH2	2	47630331	47630551	1	48
MSH2	2	47635530	47635704	2	36
MSH2	2	47637223	47637521	3	34
MSH2	2	47639543	47639709	4	35
MSH2	2	47641398	47641567	5	27
MSH2	2	47643425	47643578	6	31
MSH2	2	47656871	47657090	7	41
MSH2	2	47672677	47672806	8	38
MSH2	2	47690160	47690303	9	36
MSH2	2	47693787	47693957	10	36
MSH2	2	47698094	47698211	11	38
MSH2	2	47702154	47702419	12	28
MSH2	2	47703496	47703720	13	29
MSH2	2	47705401	47705668	14	29
MSH2	2	47707825	47708020	15	25
MSH2	2	47709908	47710088	16	35
SRSF2	17	74732243	74732556	2	36
SRSF2	17	74732871	74733242	1	53
ERF	19	42752617	42753900	4	36
ERF	19	42753969	42754104	3	36
ERF	19	42754473	42754727	2	40
ERF	19	42759120	42759151	1	49
ERG	21	39755325	39755855	12	33
ERG	21	39762907	39762974	11	33
ERG	21	39763571	39763647	10	38
ERG	21	39764288	39764376	9	35
ERG	21	39772486	39772577	8	47
ERG	21	39774469	39774569	7	27
ERG	21	39775418	39775641	6	39
ERG	21	39795322	39795493	5	30
ERG	21	39817317	39817554	4	33
ERG	21	39947576	39947624	3	31
IL6ST	5	55236910	55237657	17	35
IL6ST	5	55238488	55238589	16	36
IL6ST	5	55243311	55243427	15	25
IL6ST	5	55247282	55247442	14	33
IL6ST	5	55247747	55247913	13	29
IL6ST	5	55248068	55248189	12	28
IL6ST	5	55250628	55250830	11	36
IL6ST	5	55251843	55252073	10	32
IL6ST	5	55253027	55253129	9	31
IL6ST	5	55256220	55256399	8	20
IL6ST	5	55259170	55259344	7	33
IL6ST	5	55259964	55260150	6	29
IL6ST	5	55264094	55264234	5	36
IL6ST	5	55265368	55265693	4	34
IL6ST	5	55272033	55272106	3	35
AJUBA	14	23442652	23442787	8	35
AJUBA	14	23443246	23443334	7	41
AJUBA	14	23444038	23444109	6	29
AJUBA	14	23444173	23444323	5	45
AJUBA	14	23445655	23445737	4	33
AJUBA	14	23445844	23445931	3	31
AJUBA	14	23447543	23447664	2	36
AJUBA	14	23450460	23451475	1	43
NOTCH2	1	120457929	120459327	34	32
NOTCH2	1	120460278	120460395	33	35
NOTCH2	1	120461019	120461186	32	33
NOTCH2	1	120461925	120462246	31	40
NOTCH2	1	120462842	120463030	30	38
NOTCH2	1	120464326	120464442	29	36
NOTCH2	1	120464849	120465079	28	31
NOTCH2	1	120465249	120465411	27	36
NOTCH2	1	120466250	120466617	26	32
NOTCH2	1	120467918	120468443	25	34
NOTCH2	1	120469112	120469244	24	29
NOTCH2	1	120471589	120471845	23	31
NOTCH2	1	120478085	120478237	22	38
NOTCH2	1	120479895	120480099	21	31
NOTCH2	1	120480470	120480643	20	38
NOTCH2	1	120483168	120483389	19	35
NOTCH2	1	120484139	120484387	18	35
NOTCH2	1	120491027	120491199	17	23
NOTCH2	1	120491620	120491759	16	23
NOTCH2	1	120493337	120493470	15	32
NOTCH2	1	120496156	120496321	14	34
NOTCH2	1	120497653	120497865	13	34
NOTCH2	1	120502005	120502135	12	39
NOTCH2	1	120506187	120506440	11	24
NOTCH2	1	120508066	120508199	10	36
NOTCH2	1	120508989	120509122	9	41
NOTCH2	1	120510046	120510254	8	28
NOTCH2	1	120510690	120510865	7	38
NOTCH2	1	120512124	120512377	6	36
NOTCH2	1	120529573	120529715	5	34
NOTCH2	1	120539610	120539965	4	30
NOTCH2	1	120547942	120548221	3	20
NOTCH2	1	120572519	120572620	2	36
NOTCH2	1	120611938	120612020	1	65
CD274	9	5456114	5456175	2	0
CD274	9	5457069	5457430	3	0
CD274	9	5462824	5463131	4	0
CD274	9	5465489	5465616	5	0
CD274	9	5466760	5466839	6	0
CD274	9	5467830	5467862	7	0
CSF1R	5	149433632	149433797	22	29
CSF1R	5	149433875	149434003	21	28
CSF1R	5	149434790	149434909	20	25
CSF1R	5	149435579	149435710	19	44
CSF1R	5	149435772	149435914	18	30
CSF1R	5	149436840	149436957	17	32
CSF1R	5	149437057	149437165	16	37
CSF1R	5	149439253	149439435	15	29
CSF1R	5	149440415	149440545	14	33
CSF1R	5	149441044	149441168	13	22
CSF1R	5	149441276	149441422	12	36
CSF1R	5	149447768	149447903	11	40
CSF1R	5	149449426	149449636	10	40
CSF1R	5	149449735	149449875	9	49
CSF1R	5	149450009	149450144	8	43
CSF1R	5	149452854	149453066	7	36
CSF1R	5	149456829	149457008	6	30
CSF1R	5	149457665	149457821	5	36
CSF1R	5	149459605	149459909	4	42
CSF1R	5	149460320	149460597	3	36
CSF1R	5	149465932	149465990	2	32
KMT2D	12	49415563	49415665	54	44
KMT2D	12	49415816	49415944	53	28
KMT2D	12	49416053	49416146	52	24
KMT2D	12	49416363	49416668	51	32
KMT2D	12	49418351	49418501	50	36
KMT2D	12	49418583	49418739	49	32
KMT2D	12	49419955	49421115	48	35
KMT2D	12	49421576	49421723	47	30
KMT2D	12	49421782	49421934	46	41
KMT2D	12	49422601	49422751	45	28
KMT2D	12	49422834	49423029	44	31
KMT2D	12	49423174	49423269	43	26
KMT2D	12	49424053	49424232	42	32
KMT2D	12	49424374	49424561	41	34
KMT2D	12	49424666	49424826	40	40
KMT2D	12	49424948	49427757	39	35
KMT2D	12	49427840	49428092	38	31
KMT2D	12	49428183	49428269	37	35
KMT2D	12	49428355	49428459	36	35
KMT2D	12	49428585	49428728	35	32
KMT2D	12	49430898	49432782	34	37
KMT2D	12	49432995	49433151	33	37
KMT2D	12	49433208	49433410	32	34
KMT2D	12	49433497	49435328	31	42
KMT2D	12	49435428	49435498	30	43
KMT2D	12	49435690	49435783	29	34
KMT2D	12	49435862	49436123	28	45
KMT2D	12	49436334	49436438	27	40
KMT2D	12	49436514	49436671	26	33
KMT2D	12	49436849	49436979	25	41
KMT2D	12	49437136	49437221	24	44
KMT2D	12	49437408	49437575	23	41
KMT2D	12	49437641	49437791	22	41
KMT2D	12	49437973	49438097	21	36
KMT2D	12	49438176	49438315	20	23
KMT2D	12	49438517	49438758	19	28
KMT2D	12	49439693	49439760	18	38
KMT2D	12	49439838	49439967	17	37
KMT2D	12	49440033	49440217	16	43
KMT2D	12	49440382	49440583	15	29
KMT2D	12	49441738	49441862	14	28
KMT2D	12	49442432	49442562	13	36
KMT2D	12	49442878	49443011	12	39
KMT2D	12	49443455	49444583	11	33
KMT2D	12	49444659	49446217	10	36
KMT2D	12	49446337	49446502	9	37
KMT2D	12	49446688	49446865	8	30
KMT2D	12	49446980	49447114	7	41
KMT2D	12	49447249	49447434	6	29
KMT2D	12	49447751	49447933	5	29
KMT2D	12	49448080	49448209	4	33
KMT2D	12	49448301	49448544	3	37
KMT2D	12	49448673	49448819	2	34
KMT2D	12	49449049	49449107	1	36
NOTCH1	9	139390523	139392020	34	46
NOTCH1	9	139393341	139393458	33	35
NOTCH1	9	139393554	139393721	32	53
NOTCH1	9	139394994	139395309	31	47
NOTCH1	9	139396190	139396375	30	37
NOTCH1	9	139396443	139396550	29	35
NOTCH1	9	139396714	139396950	28	47
NOTCH1	9	139397624	139397792	27	45
NOTCH1	9	139399115	139399566	26	53
NOTCH1	9	139399752	139400343	25	41
NOTCH1	9	139400969	139401101	24	33
NOTCH1	9	139401158	139401435	23	43
NOTCH1	9	139401747	139401899	22	47
NOTCH1	9	139402397	139402601	21	46
NOTCH1	9	139402674	139402847	20	49
NOTCH1	9	139403312	139403533	19	49
NOTCH1	9	139404175	139404423	18	42
NOTCH1	9	139405095	139405267	17	41
NOTCH1	9	139405594	139405733	16	41
NOTCH1	9	139407463	139407596	15	32
NOTCH1	9	139407834	139407999	14	40
NOTCH1	9	139408952	139409164	13	42
NOTCH1	9	139409732	139409862	12	50
NOTCH1	9	139409925	139410178	11	54
NOTCH1	9	139410423	139410556	10	54
NOTCH1	9	139411714	139411847	9	51
NOTCH1	9	139412194	139412399	8	49
NOTCH1	9	139412579	139412754	7	36
NOTCH1	9	139413033	139413286	6	28
NOTCH1	9	139413885	139414027	5	42
NOTCH1	9	139417292	139417650	4	47
NOTCH1	9	139418159	139418441	3	54
NOTCH1	9	139438466	139438564	2	45
NOTCH1	9	139440168	139440238	1	57
KMT2A	11	118307228	118307669	1	39
KMT2A	11	118339480	118339569	2	44
KMT2A	11	118342367	118345040	3	33
KMT2A	11	118347510	118347707	4	34
KMT2A	11	118348672	118348926	5	36
KMT2A	11	118350879	118350963	6	43
KMT2A	11	118352420	118352817	7	29
KMT2A	11	118353127	118353220	8	37
KMT2A	11	118354888	118355039	9	33
KMT2A	11	118355567	118355700	10	43
KMT2A	11	118359319	118359485	11	34
KMT2A	11	118360497	118360612	12	43
KMT2A	11	118360834	118360974	13	39
KMT2A	11	118361901	118362043	14	21
KMT2A	11	118362449	118362653	15	31
KMT2A	11	118363762	118363955	16	30
KMT2A	11	118364993	118365123	17	23
KMT2A	11	118365399	118365492	18	25
KMT2A	11	118366405	118366618	19	28
KMT2A	11	118366966	118367092	20	30
KMT2A	11	118368641	118368798	21	28
KMT2A	11	118369075	118369253	22	28
KMT2A	11	118370008	118370145	23	34
KMT2A	11	118370540	118370638	24	36
KMT2A	11	118371692	118371872	25	34
KMT2A	11	118372377	118372582	26	29
KMT2A	11	118373103	118377371	27	34
KMT2A	11	118378234	118378334	28	49
KMT2A	11	118379841	118379925	29	21
KMT2A	11	118380653	118380843	30	32
KMT2A	11	118382656	118382750	31	29
KMT2A	11	118390323	118390517	32	29
KMT2A	11	118390662	118390789	33	38
KMT2A	11	118391507	118391610	34	36
KMT2A	11	118391993	118392142	35	31
KMT2A	11	118392602	118392887	36	39
CBFB	16	67063311	67063398	1	57
CBFB	16	67063620	67063726	2	49
CBFB	16	67070532	67070668	3	25
CBFB	16	67100575	67100711	4	33
CBFB	16	67116106	67116221	5	32
CBFB	16	67132603	67132681	6	30
MAX	14	65543194	65543391	5	26
MAX	14	65544621	65544764	4	30
MAX	14	65560416	65560543	3	44
MAX	14	65568254	65568300	2	43
MAX	14	65569012	65569057	1	51
KMT2C	7	151833917	151834019	59	37
KMT2C	7	151835871	151835999	58	37
KMT2C	7	151836261	151836354	57	27
KMT2C	7	151836750	151836886	56	29
KMT2C	7	151841788	151841976	55	37
KMT2C	7	151842228	151842390	54	30
KMT2C	7	151843674	151843830	53	18
KMT2C	7	151845108	151846247	52	33
KMT2C	7	151847975	151848102	51	35
KMT2C	7	151848517	151848676	50	31
KMT2C	7	151849780	151850049	49	35
KMT2C	7	151851085	151851241	48	42
KMT2C	7	151851342	151851540	47	23
KMT2C	7	151852985	151853152	46	36
KMT2C	7	151853280	151853441	45	29
KMT2C	7	151855938	151856167	44	37
KMT2C	7	151859192	151860921	43	31
KMT2C	7	151864221	151864473	42	34
KMT2C	7	151866261	151866344	41	33
KMT2C	7	151868339	151868437	40	40
KMT2C	7	151871206	151871337	39	33
KMT2C	7	151873266	151875105	38	30
KMT2C	7	151876909	151877221	37	33
KMT2C	7	151877786	151879689	36	34
KMT2C	7	151880049	151880251	35	41
KMT2C	7	151882633	151882726	34	43
KMT2C	7	151884337	151884571	33	30
KMT2C	7	151884790	151884942	32	34
KMT2C	7	151891084	151891223	31	32
KMT2C	7	151891304	151891356	30	34
KMT2C	7	151891515	151891663	29	41
KMT2C	7	151892982	151893106	28	25
KMT2C	7	151896354	151896554	27	30
KMT2C	7	151900009	151900159	26	28
KMT2C	7	151902181	151902320	25	37
KMT2C	7	151904375	151904523	24	26
KMT2C	7	151917598	151917830	23	31
KMT2C	7	151919076	151919161	22	27
KMT2C	7	151919648	151919777	21	31
KMT2C	7	151921090	151921274	20	29
KMT2C	7	151921510	151921711	19	26
KMT2C	7	151926998	151927122	18	49
KMT2C	7	151927295	151927416	17	41
KMT2C	7	151932892	151933028	16	39
KMT2C	7	151935782	151935921	15	45
KMT2C	7	151944977	151945715	14	40
KMT2C	7	151946951	151947048	13	30
KMT2C	7	151947928	151948061	12	26
KMT2C	7	151949014	151949185	11	28
KMT2C	7	151949621	151949810	10	31
KMT2C	7	151960091	151960225	9	33
KMT2C	7	151962113	151962304	8	29
KMT2C	7	151970780	151970962	7	76
KMT2C	7	152007041	152007170	6	22
KMT2C	7	152008873	152009041	5	39
KMT2C	7	152012213	152012433	4	31
KMT2C	7	152027676	152027834	3	31
KMT2C	7	152055662	152055770	2	33
KMT2C	7	152132701	152132871	1	8
CUL3	2	225338962	225339103	16	28
CUL3	2	225342907	225343072	15	31
CUL3	2	225346599	225346805	14	38
CUL3	2	225360539	225360693	13	28
CUL3	2	225362460	225362576	12	40
CUL3	2	225365070	225365214	11	28
CUL3	2	225367672	225367799	10	23
CUL3	2	225368359	225368549	9	36
CUL3	2	225370663	225370859	8	38
CUL3	2	225371565	225371730	7	25
CUL3	2	225376061	225376309	6	35
CUL3	2	225378231	225378365	5	50
CUL3	2	225379319	225379499	4	47
CUL3	2	225400235	225400368	3	32
CUL3	2	225422366	225422583	2	27
CUL3	2	225449651	225449726	1	48
ANKRD11	16	89334886	89335081	13	0
ANKRD11	16	89337215	89337327	12	0
ANKRD11	16	89341212	89341375	11	0
ANKRD11	16	89341491	89341609	10	0
ANKRD11	16	89345470	89352067	9	0
ANKRD11	16	89352437	89352604	8	0
ANKRD11	16	89354926	89355088	7	0
ANKRD11	16	89357023	89357246	6	0
ANKRD11	16	89357411	89357601	5	0
ANKRD11	16	89371604	89371762	4	0
ANKRD11	16	89383331	89383427	3	0
KMT2B	19	36208921	36209293	1	44
KMT2B	19	36210361	36210453	2	37
KMT2B	19	36210676	36212716	3	34
KMT2B	19	36213251	36213384	4	39
KMT2B	19	36213460	36213630	5	39
KMT2B	19	36213887	36214186	6	43
KMT2B	19	36214339	36214414	7	35
KMT2B	19	36214623	36214918	8	37
KMT2B	19	36215528	36215642	9	46
KMT2B	19	36215880	36215998	10	40
KMT2B	19	36216111	36216244	11	35
KMT2B	19	36216370	36216536	12	46
KMT2B	19	36216614	36216729	13	38
KMT2B	19	36217127	36217264	14	27
KMT2B	19	36218047	36218180	15	36
KMT2B	19	36218329	36218533	16	34
KMT2B	19	36218589	36218698	17	47
KMT2B	19	36218772	36218896	18	38
KMT2B	19	36218989	36219082	19	48
KMT2B	19	36219665	36219800	20	33
KMT2B	19	36219876	36219987	21	35
KMT2B	19	36220050	36220207	22	38
KMT2B	19	36220858	36221036	23	37
KMT2B	19	36221233	36221373	24	31
KMT2B	19	36221429	36221527	25	38
KMT2B	19	36221598	36221778	26	41
KMT2B	19	36222799	36223046	27	44
KMT2B	19	36223106	36224419	28	43
KMT2B	19	36224488	36224597	29	31
KMT2B	19	36224654	36224783	30	40
KMT2B	19	36227581	36227738	31	41
KMT2B	19	36227803	36227897	32	47
KMT2B	19	36227977	36228174	33	35
KMT2B	19	36228527	36228654	34	34
KMT2B	19	36228750	36228853	35	42
KMT2B	19	36228953	36229102	36	30
KMT2B	19	36229173	36229458	37	42
FOXO3	6	108882412	108883042	1	0
FOXO3	6	108984648	108986058	2	0
FHIT	3	59737952	59738057	9	0
FHIT	3	59908062	59908150	8	0
FHIT	3	59997087	59997136	7	0
FHIT	3	59999723	59999888	6	0
FHIT	3	60522583	60522695	5	0
SAV1	14	51101901	51102112	5	0
SAV1	14	51107458	51107621	4	0
SAV1	14	51111452	51111742	3	0
SAV1	14	51131887	51132347	2	0
SAV1	14	51134582	51134685	1	0
SLCO1B1	12	21294509	21294602	2	39
SLCO1B1	12	21325574	21325735	3	30
SLCO1B1	12	21327501	21327653	4	33
SLCO1B1	12	21329700	21329841	5	27
SLCO1B1	12	21331500	21331666	6	45
SLCO1B1	12	21331846	21331964	7	38
SLCO1B1	12	21349870	21350132	8	30
SLCO1B1	12	21353432	21353616	9	40
SLCO1B1	12	21355415	21355630	10	31
SLCO1B1	12	21358792	21358977	11	28
SLCO1B1	12	21370043	21370247	12	30
SLCO1B1	12	21375224	21375308	13	12
SLCO1B1	12	21377646	21377783	14	33
SLCO1B1	12	21391903	21392123	15	34
SOCS1	16	11348700	11349335	2	51
UBR5	8	103266530	103266752	59	30
UBR5	8	103269850	103269955	58	39
UBR5	8	103271203	103271367	57	35
UBR5	8	103273364	103273497	56	26
UBR5	8	103274133	103274308	55	41
UBR5	8	103276692	103276796	54	41
UBR5	8	103277318	103277516	53	39
UBR5	8	103279165	103279245	52	32
UBR5	8	103281196	103281346	51	39
UBR5	8	103282257	103282421	50	31
UBR5	8	103283352	103283483	49	28
UBR5	8	103284747	103285010	48	26
UBR5	8	103287739	103287857	47	35
UBR5	8	103287926	103288066	46	30
UBR5	8	103289190	103289430	45	35
UBR5	8	103291044	103291177	44	35
UBR5	8	103291254	103291446	43	33
UBR5	8	103292612	103292705	42	23
UBR5	8	103293507	103293757	41	28
UBR5	8	103297345	103297576	40	35
UBR5	8	103297731	103298019	39	40
UBR5	8	103298578	103298855	38	38
UBR5	8	103299651	103299802	37	29
UBR5	8	103300373	103300504	36	30
UBR5	8	103301671	103301814	35	39
UBR5	8	103305823	103306082	34	34
UBR5	8	103306173	103306353	33	36
UBR5	8	103307200	103307349	32	44
UBR5	8	103307422	103307568	31	41
UBR5	8	103307632	103307770	30	48
UBR5	8	103307854	103308020	29	35
UBR5	8	103309111	103309222	28	51
UBR5	8	103309676	103309844	27	38
UBR5	8	103310610	103310727	26	33
UBR5	8	103311066	103311209	25	48
UBR5	8	103311670	103311785	24	31
UBR5	8	103312218	103312389	23	32
UBR5	8	103316261	103316407	22	38
UBR5	8	103317303	103317533	21	44
UBR5	8	103323517	103323734	20	31
UBR5	8	103323953	103324127	19	35
UBR5	8	103324352	103324483	18	37
UBR5	8	103324560	103324723	17	40
UBR5	8	103326022	103326154	16	38
UBR5	8	103326962	103327091	15	32
UBR5	8	103335529	103335733	14	38
UBR5	8	103338764	103338901	13	27
UBR5	8	103339960	103340134	12	30
UBR5	8	103341308	103341438	11	41
UBR5	8	103341501	103341637	10	39
UBR5	8	103354691	103354922	9	33
UBR5	8	103357614	103357783	8	20
UBR5	8	103358454	103358633	7	31
UBR5	8	103359121	103359330	6	29
UBR5	8	103372289	103372428	5	41
UBR5	8	103372807	103372903	4	25
UBR5	8	103373343	103373444	3	29
UBR5	8	103373800	103373864	2	35
UBR5	8	103424391	103424462	1	50
ABL1	9	133589707	133589852	1	31
ABL1	9	133729441	133729634	2	33
ABL1	9	133730178	133730493	3	31
ABL1	9	133738140	133738432	4	31
ABL1	9	133747506	133747610	5	38
ABL1	9	133748237	133748434	6	44
ABL1	9	133750245	133750449	7	34
ABL1	9	133753792	133753964	8	37
ABL1	9	133755445	133755554	9	38
ABL1	9	133755877	133756061	10	40
ABL1	9	133759346	133761070	11	38
MAP3K21	1	233463775	233464589	1	39
MAP3K21	1	233482178	233482378	2	30
MAP3K21	1	233489543	233489711	3	37
MAP3K21	1	233490572	233490767	4	33
MAP3K21	1	233497789	233498049	5	36
MAP3K21	1	233507774	233507916	6	39
MAP3K21	1	233511652	233511822	7	34
MAP3K21	1	233512166	233512283	8	33
MAP3K21	1	233514667	233515466	9	35
MAP3K21	1	233518041	233518457	10	29
TNFRSF14	1	2488104	2488182	1	43
TNFRSF14	1	2489155	2489283	2	41
TNFRSF14	1	2489772	2489917	3	48
TNFRSF14	1	2491252	2491427	4	48
TNFRSF14	1	2492053	2492163	5	42
TNFRSF14	1	2493102	2493264	6	43
TNFRSF14	1	2494294	2494345	7	36
TNFRSF14	1	2494577	2494712	8	40
MAP2K7	19	7968830	7968963	1	34
MAP2K7	19	7974630	7974791	2	49
