chromosome	start	end	germlineStatus	bafCount	observedBAF	minorAlleleCopyNumber	minorAlleleCopyNumberDeviation	observedTumorRatio	observedNormalRatio	unnormalisedObservedNormalRatio	majorAlleleCopyNumber	majorAlleleCopyNumberDeviation	deviationPenalty	tumorCopyNumber	fittedTumorCopyNumber	fittedBAF	refNormalisedCopyNumber	ratioSupport	support	depthWindowCount	tumorBAF	gcContent	eventPenalty	minStart	maxStart
3	53926001	55867000	DIPLOID	1113	0.5285	1.9583	0.2099	1.2693	0.9888	0.9960	2.0000	0.1000	0.1638	3.9583	0.0000	0.0000	3.9585	true	NONE	1841	0.5053	0.4207	1.4167	53926001	53926001
3	55867001	57339000	DIPLOID	928	0.5294	1.9972	0.1000	1.2817	1.0023	1.0038	2.0000	0.1000	0.1059	3.9972	0.0000	0.0000	3.9971	true	NONE	1406	0.5004	0.4099	1.4011	55867001	55867001
3	57339001	58036000	DIPLOID	483	0.5302	1.9737	0.1335	1.2742	1.0039	0.9999	2.0000	0.1000	0.1238	3.9737	0.0000	0.0000	3.9736	true	NONE	655	0.5033	0.4100	1.4105	57339001	57339001
3	58036001	60128000	DIPLOID	946	0.5294	2.0000	0.1000	1.2999	1.0116	1.0020	2.0542	0.2706	0.1962	4.0542	0.0000	0.0000	4.0540	true	NONE	1958	0.5067	0.4168	1.4217	58036001	58036001
3	60128001	60132754	DIPLOID	0	0.0000	1.9860	0.1000	1.2736	1.0267	1.0135	1.9860	0.1000	0.0000	3.9719	0.0000	0.0000	3.9714	true	NONE	4	0.5000	0.3765	1.4112	60128001	60128001
3	60132755	60140000	DIPLOID	0	0.0000	1.3914	0.9875	0.8943	0.9299	0.9179	1.3914	0.9875	0.0000	2.7829	0.0000	0.0000	2.7843	true	DEL	7	0.5000	0.4034	1.3132	60132755	60132755
3	60140001	60198000	DIPLOID	56	0.6667	0.9535	0.2332	0.9224	0.9687	0.9562	1.9174	0.4017	0.4232	2.8710	0.0000	0.0000	2.8716	true	NONE	58	0.6679	0.3886	1.3856	60140001	60140001
3	60198001	60204542	DIPLOID	0	0.0000	2.9462	0.2686	0.9464	0.9086	0.8969	0.0000	1.5000	0.0000	2.9462	0.0000	0.0000	2.9480	true	NONE	6	0.0000	0.3798	2.1785	60198001	60198001
3	60204543	60204623	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	DEL	0	1.0000	0.0000	1.8000	60204543	60204543
3	60204624	60206000	DIPLOID	0	0.0000	1.8497	0.6625	1.1867	0.9489	0.9367	1.8497	0.6625	0.0000	3.6994	0.0000	0.0000	3.7004	true	SGL	1	0.5000	0.3420	1.5202	60204624	60204624
3	60206001	60869000	DIPLOID	395	0.5263	1.9480	0.2602	1.2660	0.9757	0.9624	2.0000	0.1000	0.1896	3.9480	0.0000	0.0000	3.9484	true	NONE	641	0.5066	0.3829	1.4208	60206001	60206001
3	60869001	60872124	DIPLOID	0	0.0000	1.8959	0.4933	1.2162	1.0813	1.0652	1.8959	0.4933	0.0000	3.7919	0.0000	0.0000	3.7902	true	NONE	3	0.5000	0.3493	1.4833	60869001	60869001
3	60872125	60891000	DIPLOID	0	0.0000	2.9123	0.4241	0.9356	0.9714	0.9569	0.0000	1.5000	0.0000	2.9123	0.0000	0.0000	2.9129	true	DEL	18	0.0000	0.3729	2.1649	60872125	60872125
3	60891001	60915000	DIPLOID	17	0.6667	0.9969	0.1000	0.9639	1.0128	0.9977	2.0043	0.1000	0.1333	3.0012	0.0000	0.0000	3.0009	true	NONE	18	0.6678	0.3788	1.4029	60891001	60891001
3	60915001	60920000	DIPLOID	11	0.6167	1.0869	0.4208	0.9131	0.9232	0.9094	1.7549	0.8822	0.8035	2.8418	0.0000	0.0000	2.8434	true	NONE	3	0.6175	0.3890	1.3367	60915001	60915001
3	60920001	60978000	DIPLOID	38	0.6771	0.9682	0.1606	0.9667	0.9996	0.9846	2.0414	0.2085	0.2499	3.0097	0.0000	0.0000	3.0097	true	NONE	52	0.6783	0.3821	1.4293	60920001	60920001
3	60978001	61013213	DIPLOID	0	0.0000	3.0106	0.1000	0.9669	1.0161	1.0007	0.0000	1.5000	0.0000	3.0106	0.0000	0.0000	3.0103	true	NONE	30	0.0000	0.3702	2.2042	60978001	60978001
3	61013214	61061000	DIPLOID	0	0.0000	1.9774	0.1145	1.2682	0.9860	0.9709	1.9774	0.1145	0.0000	3.9548	0.0000	0.0000	3.9551	true	DEL	41	0.5000	0.3941	1.4181	61013214	61013214
3	61061001	62585000	DIPLOID	748	0.5312	2.0000	0.1000	1.2885	0.9931	0.9767	2.0183	0.1000	0.1062	4.0183	0.0000	0.0000	4.0185	true	NONE	1458	0.5023	0.4026	1.4073	61061001	61061001
3	62585001	62586000	HET_DELETION	0	0.0000	1.0890	0.4298	0.7013	0.5790	0.5688	1.0890	0.4298	0.0000	2.1780	0.0000	0.0000	2.1865	true	NONE	1	0.5000	0.2350	1.0712	62585001	62585001
3	62586001	64711000	DIPLOID	1648	0.5290	2.0000	0.1000	1.3112	0.9966	0.9765	2.0896	0.4326	0.2817	4.0896	0.0000	0.0000	4.0897	true	NONE	2029	0.5110	0.3995	1.4359	62585001	62586001
3	64711001	68572000	DIPLOID	2166	0.5285	1.9702	0.1508	1.2731	0.9943	0.9740	2.0000	0.1000	0.1325	3.9702	0.0000	0.0000	3.9703	true	NONE	3587	0.5038	0.3968	1.4119	64711001	64711001
3	68572001	68573000	DIPLOID	3	0.5328	1.7611	0.8725	1.2064	0.9722	0.9572	2.0000	0.1000	0.5182	3.7611	0.0000	0.0000	3.7617	true	NONE	1	0.5318	0.3780	1.4955	68572001	68572001
3	68573001	69492000	DIPLOID	613	0.5285	2.0000	0.1000	1.2960	1.0193	1.0036	2.0420	0.2112	0.1645	4.0420	0.0000	0.0000	4.0416	true	NONE	871	0.5052	0.4002	1.4168	68573001	68573001
3	69492001	69548000	DIPLOID	71	0.5306	2.0000	0.1000	1.3211	1.0210	1.0046	2.1208	0.5592	0.3498	4.1208	0.0000	0.0000	4.1204	true	NONE	48	0.5147	0.4113	1.4483	69492001	69492001
3	69548001	69550000	DIPLOID	0	0.0000	2.0299	0.1514	1.3017	1.0188	1.0023	2.0299	0.1514	0.0000	4.0598	0.0000	0.0000	4.0595	true	NONE	2	0.5000	0.4600	1.4239	69548001	69548001
3	69550001	70983000	DIPLOID	551	0.5286	2.0000	0.1000	1.3267	0.9910	0.9741	2.1382	0.6222	0.3817	4.1382	0.0000	0.0000	4.1384	true	NONE	1340	0.5167	0.3801	1.4553	69550001	69550001
3	70983001	71826000	DIPLOID	475	0.5278	2.0000	0.1000	1.2917	0.9990	0.9809	2.0287	0.1451	0.1294	4.0287	0.0000	0.0000	4.0287	true	NONE	826	0.5036	0.4126	1.4115	70983001	70983001
3	71826001	72779000	DIPLOID	701	0.5270	2.0000	0.1000	1.3030	1.0387	1.0164	2.0638	0.3159	0.2192	4.0638	0.0000	0.0000	4.0630	true	NONE	932	0.5078	0.4458	1.4255	71826001	71826001
3	72779001	72784000	HET_DELETION	0	0.0000	0.9055	0.4537	0.5842	0.5217	0.5095	0.9055	0.5955	0.0000	1.8109	0.0000	0.0000	1.8206	true	NONE	2	0.5000	0.4725	1.0756	72779001	72782001
3	72784001	73702000	DIPLOID	415	0.5298	2.0000	0.1000	1.2932	1.0275	1.0016	2.0332	0.1678	0.1419	4.0332	0.0000	0.0000	4.0327	true	NONE	883	0.5041	0.4154	1.4133	72779001	72786001
3	73702001	75271000	DIPLOID	899	0.5294	1.9903	0.1000	1.2795	0.9947	0.9657	2.0000	0.1000	0.1059	3.9903	0.0000	0.0000	3.9904	true	NONE	1467	0.5012	0.3717	1.4039	73702001	73702001
3	75271001	75277000	AMPLIFICATION	0	0.0000	2.9083	0.4417	1.8622	1.9767	1.9137	2.9083	0.4417	0.0000	5.8165	0.0000	0.0000	5.7968	true	NONE	6	0.5000	0.3745	2.1266	75271001	75271001
3	75277001	75664000	DIPLOID	51	0.5333	2.0000	0.1000	1.2854	0.9840	0.9525	2.0088	0.1000	0.1067	4.0088	0.0000	0.0000	4.0091	true	NONE	96	0.5011	0.4313	1.4035	75271001	75277001
3	75664001	75696000	NOISE	0	0.0000	11.2717	0.9170	7.1987	5.9864	5.7938	11.2717	0.9170	0.0000	22.5434	0.0000	0.0000	22.4427	true	NONE	1	0.5000	0.4540	8.8174	75664001	75695001
3	75696001	75699000	NOISE	0	0.0000	25.6748	0.9620	16.3890	14.1804	13.7243	25.6748	0.9620	0.0000	51.3495	0.0000	0.0000	51.0832	true	NONE	3	0.5000	0.4660	20.3398	75696001	75696001
3	75699001	75717000	NOISE	0	0.0000	6.2222	0.8437	3.9767	3.6489	3.5315	6.2222	0.8437	0.0000	12.4444	0.0000	0.0000	12.3909	true	NONE	7	0.5000	0.4204	4.7777	75699001	75699001
3	75717001	75718000	AMPLIFICATION	0	0.0000	1.9580	0.2113	1.2558	1.2318	1.1922	1.9580	0.2113	0.0000	3.9160	0.0000	0.0000	3.9113	true	NONE	1	0.5000	0.5710	1.4336	75717001	75717001
3	75718001	75721000	HOM_DELETION	0	0.0000	0.0000	0.1000	0.0226	0.0103	0.0099	0.0506	1.6774	0.0000	0.0506	0.0000	0.0000	0.0706	true	NONE	1	1.0000	0.5850	1.7797	75718001	75720001
3	75721001	75730000	NOISE	0	0.0000	7.0415	0.2089	4.4995	3.5975	3.4818	7.0415	0.2089	0.0000	14.0830	0.0000	0.0000	14.0306	true	NONE	5	0.5000	0.4302	5.4332	75721001	75724001
3	75730001	75736000	NOISE	0	0.0000	10.3250	0.9619	6.5946	5.5045	5.3275	10.3250	0.9619	0.0000	20.6501	0.0000	0.0000	20.5591	true	NONE	4	0.5000	0.3543	8.0600	75730001	75730001
3	75736001	75738000	NOISE	0	0.0000	17.4124	0.9915	11.1169	9.0960	8.8034	17.4124	0.9915	0.0000	34.8248	0.0000	0.0000	34.6612	true	NONE	2	0.5000	0.4220	13.7299	75736001	75736001
3	75738001	75794000	NOISE	0	0.0000	10.1888	0.7716	6.5077	5.0831	4.9209	10.1888	0.7716	0.0000	20.3775	0.0000	0.0000	20.2951	true	NONE	53	0.5000	0.3974	7.9510	75738001	75738001
3	75794001	75799000	NOISE	0	0.0000	4.4103	0.9912	2.8206	2.4622	2.3838	4.4103	0.9912	0.0000	8.8207	0.0000	0.0000	8.7912	true	NONE	2	0.5000	0.4260	3.3283	75794001	75794001
3	75799001	75983000	DIPLOID	1	0.5189	2.0000	0.1000	1.3139	1.0412	1.0081	2.0981	0.4686	0.2951	4.0981	0.0000	0.0000	4.0973	true	NONE	65	0.5120	0.3823	1.4392	75664001	75799001
3	75983001	75999000	AMPLIFICATION	0	0.0000	3.3729	0.9826	2.1586	1.7187	1.6645	3.3729	0.9826	0.0000	6.7457	0.0000	0.0000	6.7312	true	NONE	9	0.5000	0.3431	2.4983	75983001	75983001
3	75999001	77828000	DIPLOID	878	0.5298	1.9809	0.1000	1.2765	0.9746	0.9454	2.0000	0.1000	0.1060	3.9809	0.0000	0.0000	3.9814	true	NONE	1741	0.5024	0.3565	1.4077	75983001	76000001
3	77828001	77833000	AMPLIFICATION	0	0.0000	3.3725	0.9826	2.1584	1.5971	1.5476	3.3725	0.9826	0.0000	6.7451	0.0000	0.0000	6.7330	true	NONE	5	0.5000	0.3526	2.4980	77828001	77828001
3	77833001	81138000	DIPLOID	1673	0.5299	1.9857	0.1000	1.2780	0.9914	0.9525	2.0000	0.1000	0.1060	3.9857	0.0000	0.0000	3.9859	true	NONE	3122	0.5018	0.3510	1.4057	77828001	77833001
3	81138001	81761000	DIPLOID	304	0.5317	2.0000	0.1000	1.2845	1.0377	0.9922	2.0061	0.1000	0.1063	4.0061	0.0000	0.0000	4.0053	true	NONE	604	0.5008	0.3566	1.4024	81138001	81138001
3	81761001	81763000	AMPLIFICATION	2	0.6336	1.5075	0.9983	1.3213	1.2134	1.1606	2.6137	0.9863	1.2573	4.1213	0.0000	0.0000	4.1170	true	NONE	1	0.6342	0.3460	1.8425	81761001	81761001
3	81763001	82419000	DIPLOID	389	0.5270	2.0000	0.1000	1.2919	1.0451	1.0001	2.0291	0.1475	0.1304	4.0291	0.0000	0.0000	4.0282	true	NONE	603	0.5036	0.3596	1.4117	81761001	81763001
3	82419001	82497000	DIPLOID	25	0.5342	1.9878	0.1000	1.2787	1.0444	0.9998	2.0000	0.1000	0.1068	3.9878	0.0000	0.0000	3.9869	true	NONE	66	0.5015	0.3436	1.4049	82419001	82419001
3	82497001	84105000	DIPLOID	752	0.5265	1.9909	0.1000	1.2797	0.9985	0.9583	2.0000	0.1000	0.1053	3.9909	0.0000	0.0000	3.9909	true	NONE	1537	0.5011	0.3417	1.4036	82497001	82497001
3	84105001	84106000	HOM_DELETION	0	0.0000	0.0000	0.1000	0.0000	0.0085	0.0082	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	1	1.0000	0.2910	1.8000	84105001	84105001
3	84106001	84107000	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	1	1.0000	0.3150	1.8000	84106001	84106001
3	84107001	84108000	HET_DELETION	0	0.0000	1.1666	0.7121	0.7508	0.5250	0.5050	1.1666	0.7121	0.0000	2.3331	0.0000	0.0000	2.3427	true	NONE	1	0.5000	0.3440	1.1332	84107001	84107001
3	84108001	84412000	DIPLOID	220	0.5326	2.0000	0.1000	1.2837	0.9907	0.9527	2.0034	0.1000	0.1065	4.0034	0.0000	0.0000	4.0036	true	NONE	291	0.5004	0.3401	1.4014	84105001	84108001
3	84412001	84413000	DIPLOID	5	0.5588	1.7642	0.8676	1.2830	0.9754	0.9376	2.2371	0.8697	0.9708	4.0012	0.0000	0.0000	4.0017	true	NONE	1	0.5591	0.3710	1.5892	84412001	84412001
3	84413001	84699000	DIPLOID	300	0.5299	1.9622	0.1905	1.2706	0.9830	0.9450	2.0000	0.1000	0.1539	3.9622	0.0000	0.0000	3.9626	true	NONE	270	0.5048	0.3414	1.4151	84413001	84413001
3	84699001	84702000	HET_DELETION	0	0.0000	1.0851	0.4127	0.6988	0.5537	0.5323	1.0851	0.4127	0.0000	2.1701	0.0000	0.0000	2.1791	true	NONE	3	0.5000	0.3303	1.0680	84699001	84699001
3	84702001	85988000	DIPLOID	558	0.5299	1.9696	0.1539	1.2729	0.9850	0.9483	2.0000	0.1000	0.1345	3.9696	0.0000	0.0000	3.9699	true	NONE	1218	0.5038	0.3421	1.4122	84699001	84703001
3	85988001	85992000	DIPLOID	0	0.0000	1.9318	0.3365	1.2391	1.0044	0.9682	1.9318	0.3365	0.0000	3.8636	0.0000	0.0000	3.8635	true	NONE	3	0.5000	0.3520	1.4545	85988001	85988001
3	85992001	90430000	DIPLOID	2655	0.5278	2.0000	0.1000	1.2828	1.0004	0.9631	2.0008	0.1000	0.1056	4.0008	0.0000	0.0000	4.0008	true	NONE	4054	0.5001	0.3543	1.4003	85992001	85992001
3	90430001	90450000	CENTROMETIC	8	0.5224	1.8423	0.6856	1.2323	1.0957	1.0643	2.0000	0.1000	0.4104	3.8423	0.0000	0.0000	3.8404	true	NONE	11	0.5205	0.3705	1.4631	90430001	90430001
3	90450001	90455000	CENTROMETIC	0	0.0000	2.8486	0.6659	1.8241	1.4493	1.4078	2.8486	0.6659	0.0000	5.6973	0.0000	0.0000	5.6882	true	NONE	5	0.5000	0.3734	2.0789	90450001	90450001
3	90455001	90458000	CENTROMETIC	0	0.0000	1.0217	0.1103	0.6584	0.7233	0.7026	1.0217	0.1103	0.0000	2.0435	0.0000	0.0000	2.0491	true	NONE	1	0.5000	0.3680	1.0174	90455001	90457001
3	90458001	90502000	CENTROMETIC	11	0.5398	2.0000	0.1000	1.3540	1.2037	1.1692	2.2238	0.8467	0.5110	4.2238	0.0000	0.0000	4.2197	true	NONE	35	0.5265	0.3767	1.4895	90458001	90458001
3	90502001	90504000	CENTROMETIC	0	0.0000	2.8864	0.5315	1.8482	1.5212	1.4777	2.8864	0.5315	0.0000	5.7728	0.0000	0.0000	5.7623	true	NONE	2	0.5000	0.3775	2.1091	90502001	90502001
3	90504001	92004853	CENTROMETIC	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	0	1.0000	0.0000	1.8000	90504001	92004853
3	92004854	93511000	CENTROMETIC	0	0.0000	1.9392	0.3020	1.2438	1.1377	1.1052	1.9392	0.3020	0.0000	3.8784	0.0000	0.0000	3.8756	true	CENTROMERE	3	0.5000	0.3630	1.4487	92004854	92004854
3	93511001	95466000	DIPLOID	1141	0.5285	2.0000	0.1000	1.2831	0.9912	0.9694	2.0015	0.1000	0.1057	4.0015	0.0000	0.0000	4.0017	true	NONE	1774	0.5002	0.3544	1.4006	92004854	93511001
3	95466001	95468000	HET_DELETION	0	0.0000	1.0489	0.2451	0.6758	0.4803	0.4723	1.0489	0.2451	0.0000	2.0979	0.0000	0.0000	2.1084	true	NONE	2	0.5000	0.3340	1.0391	95466001	95466001
3	95468001	97105000	DIPLOID	845	0.5283	1.9733	0.1351	1.2741	0.9731	0.9602	2.0000	0.1000	0.1242	3.9733	0.0000	0.0000	3.9739	true	NONE	1524	0.5034	0.3485	1.4107	95466001	95468001
3	97105001	97329000	DIPLOID	115	0.5256	2.0000	0.1000	1.2872	1.0104	0.9990	2.0144	0.1000	0.1051	4.0144	0.0000	0.0000	4.0142	true	NONE	208	0.5018	0.3490	1.4058	97105001	97105001
3	97329001	98899000	DIPLOID	968	0.5286	2.0000	0.1000	1.3133	1.0342	1.0238	2.0962	0.4607	0.2964	4.0962	0.0000	0.0000	4.0955	true	NONE	1440	0.5117	0.3726	1.4385	97329001	97329001
3	98899001	98902000	HET_DELETION	0	0.0000	1.0404	0.2034	0.6703	0.4861	0.4817	1.0404	0.2034	0.0000	2.0808	0.0000	0.0000	2.0912	true	NONE	3	0.5000	0.3727	1.0323	98899001	98899001
3	98902001	102309000	DIPLOID	1400	0.5285	2.0000	0.1000	1.3003	1.0182	1.0136	2.0553	0.2758	0.1986	4.0553	0.0000	0.0000	4.0549	true	NONE	3158	0.5068	0.3821	1.4221	98899001	98902001
3	102309001	102408000	DIPLOID	0	0.0000	2.0103	0.1000	1.2892	0.9821	0.9848	2.0103	0.1000	0.0000	4.0207	0.0000	0.0000	4.0210	true	NONE	95	0.5000	0.3725	1.4083	102309001	102309001
3	102408001	104278000	DIPLOID	359	0.5269	1.9586	0.2083	1.2694	0.9732	0.9761	2.0000	0.1000	0.1624	3.9586	0.0000	0.0000	3.9591	true	NONE	1773	0.5052	0.3476	1.4166	102408001	102408001
3	104278001	104279000	HET_DELETION	0	0.0000	0.8220	0.7439	0.2687	0.1939	0.1937	0.0000	1.5000	0.0000	0.8220	0.0000	0.0000	0.8383	true	NONE	1	0.0000	0.3410	1.4712	104278001	104278001
3	104279001	107038000	DIPLOID	1534	0.5273	2.0000	0.1000	1.2851	1.0077	1.0007	2.0077	0.1000	0.1055	4.0077	0.0000	0.0000	4.0075	true	NONE	2644	0.5010	0.3617	1.4031	104278001	104279001
3	107038001	107040000	HET_DELETION	0	0.0000	1.0514	0.2569	0.6773	0.5854	0.5810	1.0514	0.2569	0.0000	2.1027	0.0000	0.0000	2.1111	true	NONE	2	0.5000	0.4370	1.0411	107038001	107038001
3	107040001	108860000	DIPLOID	830	0.5271	2.0000	0.1000	1.2973	1.0186	1.0138	2.0461	0.2312	0.1746	4.0461	0.0000	0.0000	4.0457	true	NONE	1726	0.5057	0.3818	1.4184	107038001	107040001
3	108860001	108882000	DIPLOID	25	0.5248	2.0000	0.1000	1.2960	0.9371	0.9370	2.0420	0.2112	0.1633	4.0420	0.0000	0.0000	4.0433	true	NONE	22	0.5052	0.3896	1.4168	108860001	108860001
3	108882001	109187000	DIPLOID	197	0.5287	1.8273	0.7296	1.2275	0.9360	0.9363	2.0000	0.1000	0.4386	3.8273	0.0000	0.0000	3.8286	true	NONE	273	0.5226	0.4106	1.4691	108882001	108884001
3	109187001	111217000	DIPLOID	1038	0.5280	2.0000	0.1000	1.2838	0.9642	0.9662	2.0037	0.1000	0.1056	4.0037	0.0000	0.0000	4.0045	true	NONE	1893	0.5005	0.3638	1.4015	109187001	109187001
3	111217001	111274000	DIPLOID	53	0.5333	2.0000	0.1000	1.3119	1.0051	1.0055	2.0920	0.4427	0.2894	4.0920	0.0000	0.0000	4.0919	true	NONE	52	0.5112	0.3771	1.4368	111217001	111217001
3	111274001	111275000	AMPLIFICATION	0	0.0000	3.5521	0.9957	2.2730	2.0055	2.0062	3.5521	0.9957	0.0000	7.1043	0.0000	0.0000	7.0840	true	NONE	1	0.5000	0.2940	2.6417	111274001	111274001
3	111275001	114912000	DIPLOID	1576	0.5294	2.0000	0.1000	1.3009	1.0311	1.0287	2.0573	0.2855	0.2041	4.0573	0.0000	0.0000	4.0567	true	NONE	3430	0.5071	0.3859	1.4229	111274001	111281001
3	114912001	115789000	DIPLOID	262	0.5262	2.0000	0.1000	1.3013	0.9905	0.9960	2.0584	0.2908	0.2056	4.0584	0.0000	0.0000	4.0586	true	NONE	836	0.5072	0.3802	1.4234	114912001	114912001
3	115789001	116590000	DIPLOID	360	0.5290	1.9407	0.2947	1.2637	0.9628	0.9720	2.0000	0.1000	0.2088	3.9407	0.0000	0.0000	3.9415	true	NONE	745	0.5075	0.3676	1.4237	115789001	115789001
3	116590001	116883000	DIPLOID	156	0.5333	1.7589	0.8760	1.2057	0.9568	0.9686	2.0000	0.1000	0.5205	3.7589	0.0000	0.0000	3.7598	true	NONE	281	0.5321	0.3712	1.4964	116590001	116590001
3	116883001	118521000	DIPLOID	1054	0.5268	1.9909	0.1000	1.2797	0.9700	0.9817	2.0000	0.1000	0.1054	3.9909	0.0000	0.0000	3.9915	true	NONE	1584	0.5011	0.3688	1.4036	116883001	116883001
3	118521001	121128000	DIPLOID	1095	0.5298	2.0000	0.1000	1.2923	1.0183	1.0294	2.0304	0.1537	0.1344	4.0304	0.0000	0.0000	4.0300	true	NONE	2365	0.5038	0.3949	1.4122	118521001	118521001
3	121128001	121681000	DIPLOID	326	0.5321	1.8907	0.5143	1.2477	1.0087	1.0207	2.0000	0.1000	0.3269	3.8907	0.0000	0.0000	3.8906	true	NONE	506	0.5140	0.3886	1.4437	121128001	121128001
3	121681001	122798000	DIPLOID	275	0.5276	2.0000	0.1000	1.2937	1.0324	1.0497	2.0348	0.1756	0.1454	4.0348	0.0000	0.0000	4.0341	true	NONE	1045	0.5043	0.4145	1.4139	121681001	121681001
3	122798001	124936000	DIPLOID	1156	0.5294	2.0000	0.1000	1.3026	0.9985	1.0191	2.0627	0.3108	0.2175	4.0627	0.0000	0.0000	4.0627	true	NONE	2029	0.5077	0.4410	1.4251	122798001	122798001
3	124936001	124937000	HET_DELETION	0	0.0000	1.2226	0.8445	0.3965	0.3473	0.3541	0.0000	1.5000	0.0000	1.2226	0.0000	0.0000	1.2358	true	NONE	1	0.0000	0.4280	1.4890	124936001	124936001
3	124937001	125381000	DIPLOID	0	0.0000	1.9622	0.1905	1.2585	1.0023	1.0215	1.9622	0.1905	0.0000	3.9244	0.0000	0.0000	3.9244	true	NONE	437	0.5000	0.4006	1.4302	124936001	124937001
3	125381001	128351000	DIPLOID	1204	0.5296	2.0000	0.1000	1.3077	0.9974	1.0142	2.0787	0.3843	0.2565	4.0787	0.0000	0.0000	4.0787	true	NONE	2434	0.5096	0.4793	1.4315	125381001	125381001
3	128351001	128427000	DIPLOID	58	0.5196	1.8148	0.7626	1.2117	0.9695	0.9835	1.9629	0.1870	0.4934	3.7778	0.0000	0.0000	3.7784	true	NONE	70	0.5196	0.4705	1.4889	128351001	128351001
3	128427001	129750000	DIPLOID	295	0.5289	2.0000	0.1000	1.2921	0.9920	1.0062	2.0298	0.1506	0.1325	4.0298	0.0000	0.0000	4.0299	true	NONE	1162	0.5037	0.4665	1.4119	128427001	128427001
3	129750001	129796000	HET_DELETION	7	0.5586	0.8927	0.5064	0.6525	0.4877	0.4946	1.1324	0.6019	0.6191	2.0252	0.0000	0.0000	2.0355	true	NONE	4	0.5592	0.4815	1.0959	129750001	129778001
3	129796001	131114000	DIPLOID	220	0.5329	2.0000	0.1000	1.2873	1.0088	1.0212	2.0149	0.1000	0.1066	4.0149	0.0000	0.0000	4.0147	true	NONE	1090	0.5019	0.3857	1.4059	129750001	129799001
3	131114001	131115000	HET_DELETION	0	0.0000	0.9413	0.2918	0.6071	0.4081	0.4125	0.9413	0.3798	0.0000	1.8827	0.0000	0.0000	1.8947	true	NONE	1	0.5000	0.3310	1.0469	131114001	131114001
3	131115001	131763000	DIPLOID	419	0.5298	1.9572	0.2152	1.2690	0.9837	0.9940	2.0000	0.1000	0.1670	3.9572	0.0000	0.0000	3.9575	true	NONE	616	0.5054	0.3883	1.4171	131114001	131115001
3	131763001	131764000	HET_DELETION	5	0.5385	0.7812	0.8373	0.5465	0.2967	0.2998	0.9115	0.5602	0.7526	1.6927	0.0000	0.0000	1.7070	true	NONE	1	0.5385	0.5960	1.1229	131763001	131763001
3	131764001	133133000	DIPLOID	1268	0.5284	2.0000	0.1000	1.2833	1.0053	1.0163	2.0022	0.1000	0.1057	4.0022	0.0000	0.0000	4.0021	true	NONE	1233	0.5003	0.3907	1.4009	131763001	131764001
3	133133001	133137000	HET_DELETION	0	0.0000	1.0031	0.1000	0.6465	0.4684	0.4731	1.0031	0.1000	0.0000	2.0062	0.0000	0.0000	2.0169	true	NONE	4	0.5000	0.5960	1.0025	133133001	133133001
3	133137001	136021000	DIPLOID	1307	0.5290	2.0000	0.1000	1.2845	1.0048	1.0113	2.0061	0.1000	0.1058	4.0061	0.0000	0.0000	4.0060	true	NONE	2666	0.5008	0.4289	1.4024	133133001	133137001
3	136021001	136026000	HET_DELETION	0	0.0000	0.9456	0.2716	0.6098	0.4965	0.4999	0.9456	0.3532	0.0000	1.8912	0.0000	0.0000	1.9013	true	NONE	5	0.5000	0.4116	1.0435	136021001	136021001
3	136026001	136608000	DIPLOID	242	0.5288	1.8871	0.5285	1.2466	0.9928	0.9987	2.0000	0.1000	0.3323	3.8871	0.0000	0.0000	3.8873	true	NONE	546	0.5145	0.3981	1.4451	136021001	136026001
3	136608001	138450000	DIPLOID	869	0.5271	2.0000	0.1000	1.2873	0.9991	1.0061	2.0146	0.1000	0.1054	4.0146	0.0000	0.0000	4.0146	true	NONE	1652	0.5018	0.4077	1.4058	136608001	136609001
3	138450001	138623000	DIPLOID	49	0.5448	1.7254	0.9202	1.2164	0.9334	0.9406	2.0671	0.3312	0.6818	3.7925	0.0000	0.0000	3.7938	true	NONE	168	0.5450	0.4391	1.5366	138450001	138450001
3	138623001	140411000	DIPLOID	913	0.5319	2.0000	0.1000	1.2828	0.9847	0.9901	2.0006	0.1000	0.1064	4.0006	0.0000	0.0000	4.0009	true	NONE	1671	0.5001	0.4251	1.4002	138623001	138623001
3	140411001	141384000	DIPLOID	512	0.5284	2.0000	0.1000	1.2961	1.0320	1.0340	2.0423	0.2128	0.1653	4.0423	0.0000	0.0000	4.0417	true	NONE	915	0.5052	0.4185	1.4169	140411001	140411001
3	141384001	141385000	HET_DELETION	0	0.0000	0.9349	0.3220	0.6030	0.4505	0.4510	0.9349	0.4197	0.0000	1.8698	0.0000	0.0000	1.8809	true	NONE	1	0.5000	0.5560	1.0521	141384001	141384001
3	141385001	143147130	DIPLOID	612	0.5267	1.9947	0.1000	1.2809	1.0117	1.0100	2.0000	0.1000	0.1053	3.9947	0.0000	0.0000	3.9944	true	NONE	1660	0.5007	0.3997	1.4021	141384001	141385001
